주문일시,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,인천광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,
2020-03-23,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,
2020-03-24,구름,맑음,맑음,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,
2020-03-25,구름,구름,구름,구름,구름,맑음,구름,맑음,구름,구름,구름,비,구름,비,구름,구름,
2020-03-26,구름,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,
2020-03-27,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,
2020-03-28,구름,구름,구름,흐림,구름,구름,구름,비,구름,구름,구름,흐림,구름,비,구름,구름,
2020-03-29,비,구름,비,비,구름,구름,구름,구름,맑음,구름,구름,비,구름,비,구름,구름,
2020-03-30,맑음,맑음,비,구름,구름,구름,구름,구름,맑음,맑음,맑음,구름,비,구름,맑음,맑음,
2020-03-31,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,비,구름,구름,
,,,,,,,,,,,,,,,,,
2020-04-01,구름,비,비,비,비,구름,구름,비,구름,구름,비,구름,비,비,비,구름,비
2020-04-02,맑음,맑음,구름,맑음,구름,구름,구름,구름,구름,맑음,구름,구름,구름,맑음,구름,맑음,맑음
2020-04-03,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음,맑음,구름,맑음,맑음
2020-04-04,맑음,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-05,비,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-06,맑음,맑음,구름,맑음,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-04-07,맑음,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-08,비,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-09,비,구름,맑음,맑음,맑음,맑음,구름,맑음,맑음,구름,맑음,구름,구름,구름,맑음,맑음,구름
2020-04-10,구름맑음,구름,비,비,비,비,구름,비,구름,구름,비,구름,비,비,구름,구름,비
2020-04-11,비,맑음,비,비,비,비,구름,비,구름,구름,비,구름,비,비,비,구름,비
2020-04-12,구름,비,비,비,비,비,구름,비,구름,비,비,구름,비,비,비,맑음,비
2020-04-13,구름,구름,비,비,맑음,구름,구름,비,맑음,구름,비,비,구름,구름,맑음,맑음,구름
2020-04-14,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음
2020-04-15,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-04-16,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-04-17,구름,비,비,비,비,비,구름,비,비,비,비,비,비,비,비,비,비
2020-04-18,구름,비,비,비,비,비,구름,구름,구름,비,비,맑음,맑음,비,구름,구름,비
2020-04-19,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-04-20,구름,비,비,비,구름,비,비,비,비,구름,비,비,비,구름,비,구름,구름
2020-04-21,구름,비,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,비,구름,구름
2020-04-22,맑음,비,맑음,맑음,비,구름,비,맑음,비,구름,맑음,구름,맑음,구름,구름,비,구름
2020-04-23,맑음,구름,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,구름,맑음,구름
2020-04-24,구름,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-25,비,비,맑음,맑음,맑음,맑음,맑음,맑음,구름,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-26,비,비,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,구름,구름,맑음,구름
2020-04-27,비,구름,구름,구름,맑음,구름,비,구름,구름,구름,구름,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-28,구름,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-29,구름,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-04-30,구름,구름,맑음,맑음,구름,맑음,맑음,맑음,구름,맑음,맑음,구름,구름,맑음,맑음,맑음,맑음
,,,,,,,,,,,,,,,,,
2020-05-01,맑음,맑음,구름,맑음,구름,맑음,맑음,맑음,구름,구름,맑음,구름,구름,맑음,구름,구름,맑음
2020-05-02,구름,구름,비,구름,비,비,비,비,비,흐림,비,비,비,비,비,비,비
2020-05-03,구름,구름,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-05-04,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,비,구름,구름,구름,구름,구름,구름
2020-05-05,구름,구름,비,비,비,흐림,비,흐림,구름,비,구름,비,비,비,구름,비,구름
2020-05-06,구름,구름,비,맑음,맑음,맑음,구름,맑음,맑음,구름,맑음,맑음,비,맑음,맑음,구름,맑음
2020-05-07,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,맑음,구름,구름
2020-05-08,비,비,비,비,비,비,비,구름,비,비,비,비,비,비,비,비,비
2020-05-09,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-05-10,구름,구름,구름,구름,비,구름,구름,구름,비,비,구름,흐림,구름,구름,구름,비,구름
2020-05-11,맑음,맑음,맑음,구름,구름,구름,구름,맑음,비,비,맑음,비,맑음,구름,맑음,비,구름
2020-05-12,구름,비,맑음,맑음,맑음,맑음,비,맑음,비,구름,맑음,비,맑음,맑음,맑음,비,맑음
2020-05-13,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음
2020-05-14,구름,구름,구름,구름,비,구름,구름,구름,구름,구름,구름,흐림,비,구름,구름,흐림,구름
2020-05-15,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-05-16,비,비,비,비,흐림,비,비,비,비,비,비,비,비,흐림,비,비,흐림
2020-05-17,비,비,비,구름,비,구름,구름,구름,구름,구름,구름,구름,흐림,구름,구름,구름,구름
2020-05-18,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-05-19,비,비,비,비,비,비,비,비,비,비,비,비,비,비,맑음,비,비
2020-05-20,비,구름,구름,구름,맑음,구름,구름,구름,비,구름,구름,구름,구름,구름,구름,구름,구름
2020-05-21,구름,비,구름,흐림,구름,구름,구름,구름,구름,구름,구름,비,구름,구름,구름,구름,구름
2020-05-22,비,비,구름,구름,맑음,구름,비,구름,비,구름,구름,비,구름,구름,맑음,비,구름
2020-05-23,비,비,맑음,구름,맑음,맑음,맑음,맑음,비,구름,구름,비,맑음,맑음,구름,구름,맑음
2020-05-24,비,비,구름,구름,비,구름,비,구름,비,비,구름,흐림,비,비,구름,비,비
2020-05-25,구름,구름,구름,흐림,흐림,구름,흐림,흐림,구름,흐림,구름,흐림,구름,흐림,비,구름,흐림
2020-05-26,비,비,구름,구름,구름,구름,비,구름,비,구름,구름,구름,구름,비,비,비,비
2020-05-27,맑음,맑음,구름,구름,비,구름,비,구름,맑음,구름,구름,맑음,구름,비,구름,구름,비
2020-05-28,구름,구름,맑음,구름,구름,구름,구름,맑음,비,구름,구름,구름,맑음,구름,구름,비,구름
2020-05-29,맑음,맑음,구름,구름,구름,구름,구름,구름,맑음,구름,구름,맑음,구름,구름,구름,구름,구름
2020-05-30,맑음,맑음,구름,구름,흐림,구름,구름,흐림,맑음,구름,구름,맑음,비,구름,비,구름,구름
2020-05-31,구름,비,비,구름,비,구름,흐림,비,비,구름,비,비,비,비,비,구름,비
,,,,,,,,,,,,,,,,,
2020-06-01,구름,구름,구름,구름,비,구름,비,구름,비,비,구름,구름,구름,비,비,비,구름
2020-06-02,구름,비,구름,구름,구름,구름,비,구름,비,흐림,구름,비,구름,비,맑음,비,구름
2020-06-03,맑음,맑음,구름,구름,비,구름,구름,구름,구름,비,구름,구름,흐림,구름,비,비,구름
2020-06-04,맑음,맑음,구름,맑음,구름,맑음,구름,구름,구름,구름,구름,흐림,구름,구름,구름,구름,구름
2020-06-05,구름,구름,구름,비,구름,구름,구름,구름,구름,구름,구름,구름,구름,흐림,구름,구름,흐림
2020-06-06,구름,구름,구름,구름,구름,구름,비,구름,맑음,비,구름,맑음,비,구름,구름,구름,구름
2020-06-07,맑음,맑음,구름,맑음,구름,맑음,구름,맑음,구름,구름,맑음,구름,맑음,구름,맑음,구름,구름
2020-06-08,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음
2020-06-09,구름,구름,맑음,맑음,구름,맑음,맑음,맑음,구름,구름,맑음,구름,맑음,맑음,맑음,구름,맑음
2020-06-10,비,비,비,구름,비,비,비,구름,비,비,비,비,비,비,비,비,비
2020-06-11,구름,구름,비,비,비,비,비,비,비,비,비,구름,비,비,비,비,비
2020-06-12,흐림,흐림,비,비,비,비,비,비,구름,비,비,흐림,비,비,비,비,비
2020-06-13,구름,구름,비,비,비,비,비,비,비,바,비,구름,비,비,비,비,비
2020-06-14,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-06-15,맑음,맑음,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-06-16,맑음,맑음,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-06-17,구름,구름,비,흐림,비,흐림,흐림,비,구름,흐림,비,구름,비,비,비,흐림,비
2020-06-18,비,비,비,비,비,비,비,비,흐림,비,비,흐림,비,비,비,비,비
2020-06-19,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,구름,비
2020-06-20,구름,구름,구름,구름,구름,구름,구름,구름,맑음,구름,구름,맑음,비,구름,구름,비,구름
2020-06-21,맑음,맑음,맑음,맑음,구름,맑음,구름,맑음,맑음,구름,구름,맑음,구름,비,구름,구름,비
2020-06-22,맑음,맑음,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음,구름
2020-06-23,흐림,흐림,구름,구름,구름,구름,구름,구름,비,구름,구름,비,구름,구름,구름,비,구름
2020-06-24,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-06-25,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-06-26,구름,구름,구름,구름,비,구름,구름,구름,구름,비,구름,비,구름,구름,맑음,구름,구름
2020-06-27,구름,비,구름,흐림,구름,구름,구름,구름,비,구름,구름,비,구름,구름,비,구름,구름
2020-06-28,구름,구름,구름,구름,맑음,맑음,구름,구름,맑음,맑음,구름,구름,구름,구름,구름,구름,구름
2020-06-29,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-06-30,비,비,비,비,비,비,비,비,비,비,구름,비,비,비,비,비,비
,,,,,,,,,,,,,,,,,
2020-07-01,비,비,비,비,구름,비,비,비,비,비,비,비,구름,비,구름,비,비
2020-07-02,구름,비,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,비,구름,구름,구름
2020-07-03,구름,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-04,구름,비,비,비,비,비,비,비,비,구름,비,비,비,비,비,비,비
2020-07-05,구름,구름,흐림,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,비,흐림,구름,구름
2020-07-06,구름,구름,비,흐림,비,흐림,비,비,구름,구름,흐림,구름,비,비,비,구름,구름
2020-07-07,구름,구름,비,비,비,비,비,비,비,구름,구름,비,비,비,비,비,구름
2020-07-08,구름,구름,구름,구름,구름,비,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름
2020-07-09,구름,구름,비,비,비,비,구름,비,구름,구름,비,구름,비,구름,비,구름,구름
2020-07-10,비,비,비,비,비,비,비,비,비,비,비,비,비,구름,비,비,비
2020-07-11,비,구름,흐림,구름,흐림,흐림,구름,흐림,구름,구름,흐림,구름,구름,흐림,비,구름,구름
2020-07-12,구름,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-13,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-14,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-15,비,비,비,비,비,비,비,비,구름,비,비,비,비,비,비,비,비
2020-07-16,구름,맑음,구름,구름,구름,구름,구름,구름,구름,구름,구름,맑음,구름,구름,비,구름,구름
2020-07-17,구름,구름,구름,맑음,구름,맑음,구름,맑음,비,구름,맑음,구름,구름,비,구름,구름,비
2020-07-18,구름,구름,비,구름,흐림,구름,구름,구름,구름,구름,구름,구름,비,구름,비,구름,구름
2020-07-19,비,비,비,비,흐림,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-20,비,비,비,구름,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-21,구름,구름,비,비,비,비,구름,비,비,구름,비,구름,비,비,비,구름,구름
2020-07-22,흐림,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-23,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-24,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-25,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-26,비,비,구름,비,구름,비,비,구름,비,구름,구름,구름,구름,비,구름,비,비
2020-07-27,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-28,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-29,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-07-30,비,비,비,비,비,비,비,비,비,비,비,비,비,비,구름,비,비
2020-07-31,구름,비,흐림,비,흐림,비,비,구름,비,비,비,비,구름,비,구름,비,구름
,,,,,,,,,,,,,,,,,
2020-08-01,비,비,구름,비,비,비,비,구름,비,비,구름,비,구름,비,구름,비,비
2020-08-02,비,비,구름,구름,비,구름,비,구름,비,비,구름,비,흐림,흐림,구름,비,비
2020-08-03,비,비,흐림,구름,구름,구름,비,구름,비,비,구름,비,흐림,구름,구름,비,비
2020-08-04,비,비,구름,구름,구름,구름,비,구름,비,비,구름,비,구름,비,구름,비,비
2020-08-05,비,비,비,구름,비,비,비,흐림,비,비,구름,비,비,비,비,비,비
2020-08-06,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-07,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-08,비,비,비,비,비,비,비,비,비,비,비,비,비,비,흐림,비,비
2020-08-09,비,비,비,비,비,비,비,비,비,비,비,비,구름,비,비,비,비
2020-08-10,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-11,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-12,구름,비,비,구름,비,구름,비,비,구름,비,비,비,비,비,비,비,비
2020-08-13,구름,비,구름,구름,구름,구름,구름,구름,흐림,구름,구름,비,구름,구름,맑음,구름,구름
2020-08-14,비,비,구름,구름,구름,구름,비,구름,비,구름,구름,비,구름,비,구름,구름,구름
2020-08-15,비,비,구름,구름,구름,구름,구름,구름,비,구름,구름,비,맑음,구름,맑음,비,구름
2020-08-16,비,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,구름,맑음,구름,구름
2020-08-17,구름,구름,맑음,구름,구름,구름,구름,구름,구름,구름,구름,구름,맑음,구름,맑음,구름,구름
2020-08-18,맑음,구름,맑음,맑음,맑음,맑음,구름,맑음,구름,맑음,맑음,구름,맑음,비,맑음,맑음,구름
2020-08-19,맑음,맑음,맑음,맑음,맑음,맑음,구름,맑음,맑음,맑음,맑음,구름,맑음,맑음,맑음,맑음,맑음
2020-08-20,비,구름,맑음,맑음,구름,맑음,구름,맑음,구름,구름,맑음,구름,맑음,맑음,맑음,맑음,맑음
2020-08-21,비,비,맑음,구름,구름,구름,구름,맑음,비,구름,구름,비,맑음,맑음,맑음,구름,구름
2020-08-22,비,비,구름,비,비,구름,비,구름,비,비,구름,비,구름,비,비,비,비
2020-08-23,비,구름,비,비,비,비,구름,구름,구름,구름,비,구름,구름,구름,구름,구름,구름
2020-08-24,구름,구름,맑음,구름,구름,맑음,맑음,맑음,구름,구름,구름,구름,맑음,구름,구름,비,구름
2020-08-25,구름,비,구름,구름,비,맑음,구름,구름,구름,구름,맑음,구름,비,구름,비,구름,구름
2020-08-26,비,비,비,비,비,구름,비,비,비,비,구름,비,비,비,비,비,비
2020-08-27,비,비,비,비,구름,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-28,비,비,비,구름,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-29,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비,비
2020-08-30,비,비,비,구름,구름,비,비,구름,비,비,구름,비,구름,비,구름,구름,비
2020-08-31,비,비,구름,비,비,구름,구름,비,비,비,비,비,비,비,비,구름,비
